Date,Position,Company,Type,Qualifications,Role
2/6/2026,Principal Engineer,Canonical,Remote ,"An exceptional academic track record from both high school and university
Undergraduate degree in Computer Science or STEM, or a compelling narrative about your alternative path
Drive and a track record of going above-and-beyond expectations
Technical leadership as well as team motivation, direction and pace
Deep experience with at least one of Go, Rust, Python or C 
Conscientiousness and detail orientation, with a focus on performance
Excellent communication skills including professional written and spoken English 
Excellent interpersonal skills, curiosity, flexibility, and accountability ","Leading design and architecture of an impactful open source project
Coding in Golang, Rust, Python, C/C++ or Typescript / React
Collaborating proactively with a globally distributed team
Mentoring, developing and advising colleagues in their career progression 
Displaying technical leadership in Canonical and our communities 
Debugging issues and producing high-quality code to fix them 
Contributing to technical documentation with the aim to make it the best of its kind"
1/23/2026,Java Application Developer ,Intellect Design Arena Ltd,Onsite,"3–5 years of experience in application implementation or production support
Strong hands-on experience in:
Core Java / Advanced Java / JEE
JMS, JCA, JTA, JDBC
Microservices, API-first & event-driven architectures
SQL for troubleshooting and optimization
Experience with cloud platforms such as OpenShift, Tanzu, or Azure
Strong customer-facing and communication skills","
Triage and prioritize customer-reported and internal issues based on severity and impact
Troubleshoot and resolve complex application issues using Java and SQL
Monitor applications across UAT / SIT / Production environments
Create and maintain SOPs for implementation and support processes
Engage with end customers daily, providing updates and managing expectations
Perform root cause analysis and drive permanent fixes with cross-functional teams"
1/30/2026,Data Engineer,Therighttalent,Onsite,"Programming: Advanced proficiency in SQL and Python is mandatory.
Cloud: Hands-on experience designing and operating services in at least one major cloud platform (Azure preferred, AWS, or GCP), specifically involving data services (e.g., Azure Data Factory, Azure Synapse, S3/Redshift).
Data Modeling: Strong expertise in relational and non-relational database design and modern data modeling techniques (e.g., dimensional modeling, Data Vault).
Systems Knowledge: Familiarity with enterprise systems, particularly SAP ERP data structures, is highly desirable.
Education: Bachelor’s or Master’s degree in Computer Science, Engineering, Information Systems, or a related quantitative field.","Design and implement the Group-wide, cloud-native data architecture (e.g., Data Lake, Data Warehouse, Data Mesh principles) to support analytics, reporting, and Machine Learning workloads.
Define technical standards and best practices for data storage, security, quality, and governance across all data assets.
Select and evaluate technologies for the data stack, ensuring compatibility with major cloud platforms (e.g., Azure/AWS/GCP)."
1/23/2026,Lead Software Engineer,Acumatica APAC,Hybrid,"Minimum 8+ years of experience in building commercial business applications using Microsoft technologies (.NET, C# and MS-SQL) along with a degree in Software Engineering, Computer Science or Information Technology
Minimum 2 years of experience leading software development teams, including managing Senior Developers
Strong knowledge of C#, data structures and ability to write algorithms.
Experience in teamwork with version control systems (preferably Git)
Strong knowledge of the principles, patterns and design of complex software systems and the ability to apply them in practice.
Passionate about writing things that are “elegant and efficient” – things that are robust, scalable and perform well.
Enjoy collaboration, learning and teaching with others across disciplines.","Participate in the design, development and customizations of business applications
Develop data access layers, business objects, and presentation layers
Research and develop Enterprise grade Modular Software
Support for existing code, code optimization, and refactoring
Analyze the code, search for and correct errors in the existing functionality
Working with development partners on architecture and code reviews
Provide guidance and support to developers participating in Acumatica’s development network and evangelize the Acumatica ERP framework"
1/30/2026,Senior Software Engineer,Creative Software,Hybrid,"B.Sc. in Engineering, Computer Science, or related discipline
3+ years of full-stack experience in React and .NET
Front-end requirements:
-Strong experience in React, TypeScript, HTML/CSS
-Experience with canvas/diagram libraries is a definite advantage
-Good design instincts and UI/UX awareness
Backend requirements:
-Strong experience in .NET Core application development with C#
-Exposure in scalable server application architecture
-Familiarity with concurrent programming, orchestration frameworks, and design patterns like state machines
Solid understanding of REST API design, development, and integration
Experience with CI/CD pipelines and MS SQL Server
Experience in Visual Studio, VS Code, Jira, Confluence, GitHub
Strong skills in unit testing, preferably using NUnit
Experience working in an Agile/Scrum development environment
Excellent English communication skills, both written and verbal","Design and development of software solutions in collaboration with the client’s engineering team.
Maintain strong, ongoing relationships with the client’s product managers and engineering team
Ensure high-quality and timely delivery of software solutions
Uphold coding standards, enforce best practices, and ensure continuous improvement.
"
1/30/2026,Full Stack Developer,Rhino Partners,Remote ,"Strong experience with Python & Django 
 Solid experience with Next.js / React 
 Hands-on experience with Docker & Kubernetes 
 Experience working with REST APIs 
 Familiarity with cloud platforms (AWS / GCP / Azure) 
 Understanding of CI/CD pipelines 
 Good communication skills and ability to work in a remote team ","Design and develop backend services using Python & Django 
 Build modern, responsive frontend applications using Next.js (React) 
 Work with containerized applications and deploy to Kubernetes environments 
 Collaborate with product, design, and QA teams to deliver features end-to-end 
 Write clean, maintainable, and well-tested code 
 Participate in code reviews and technical discussions 
 Troubleshoot, debug, and optimise performance "
1/30/2026,Full Stack Engineer,Resilu,Remote ,"Computer Science degree or equivalent experience
JavaScript
React
Node.js
HTML/CSS
RESTful APIs
Database Management
Problem Solving
Communication","Design and implement scalable web applications
Collaborate with UX/UI designers to enhance user experience
Integrate front-end and back-end components
Participate in code reviews and maintain code quality
Debug and troubleshoot application issues
"
1/30/2026,Principal Software Engineer,HeyMilo AI,Hybrid,"5–7+ years of software engineering experience
Strong distributed systems and AWS experience
Experience building agentic AI systems; prompt engineering, RAG pipelines, LLM orchestration
Familiarity with vector databases and retrieval-augmented generation patterns
You use AI tools (Cursor, Devin) to write code daily
You ship fast and own outcomes
Comfortable with Python, FastAPI, React, Next.js
Experience with MongoDB, Redis, and queue-based systems","Lead system design and architecture decisions
Build and scale real-time AI infrastructure
Ship full-stack features across backend and frontend
Drive reliability, performance, and observability
Mentor engineers and set technical standards"
1/30/2026,Mobile Application Developer,Frontline Data Solutions,Remote ,"5+ years of experience in mobile application development.
Expertise in MAUI and .NET technologies.
Strong understanding of mobile UI/UX principles.
Experience with RESTful APIs and third-party libraries.
Familiarity with version control systems (e.g., Git).
","Design and develop mobile applications using MAUI.
Collaborate with UX/UI designers to implement user-friendly interfaces.
Optimize applications for maximum speed and scalability.
Conduct code reviews and mentor junior developers.
Participate in the full application lifecycle, from concept to deployment."
1/30/2026,Senior Java Software Engineer,Enactor,Onsite,"A degree (BSc) in Computer Science or a related field.
? Minimum of 6 (SSE), 8 (ATL), 10 (TL) years experience in developing Java/J2EE systems
? Database development on MSSQL, Oracle or MySQL using SQL and JDBC
? Extensive knowledge of XML, XML Schema and XSLT
? Experience in HTML5, CSS, JavaScript and frameworks such as Angular or React.
? Effective use of design patterns, MVC and unit testing frameworks.
? Experience in unit and integration testing and use of mocking frameworks.
? Experience in REST & SOAP web services, Microservice Architecture, SOA and OR Mapping
? A passion for Agile methodologies and knowledge of SDLC.
? Experience in Docker, Kubernetes, Terraform, AWS/Azure is desirable.
? Android or iOS mobile app development skills are highly desirable."," Develop high quality, testable, well-documented software.
· Ensure adequate test coverage at unit and integration levels.
· Work closely with the Technical Architects and Development Managers to convert functional and technical
specifications to production quality software.
· Participate in the configuration, testing and release processes.
· Contribute to design and specification processes. Research and learn new technologies."
1/30/2026,Senior Test Automation Engineer,Amused Group,Hybrid,"4+ years’ experience as a Test Automation Engineer.
Leverage AI tools and techniques to improve test coverage, accelerate delivery, and enhance overall quality.
Experience with a variety of different testing techniques such as UI Testing, Automated testing.
Good understanding of software architecture and release processes.
A sense of ownership and pride in your performance and its impact on the company’s success
Excellent troubleshooting and problem-solving skills.
Strong communication and collaboration skills, with the ability to effectively interface with both technical and non-technical team members.
Familiar with test frameworks like Playwright, Cypress, Appium, Detox.","Plan, create and manage the overall Quality Planning Strategy.
Active participation in the software development process, and cooperation with programmers, BA, and product teams.
Create test plans, test scenarios and test reports for product quality.
Execute automated and manual tests for both UI and API services.
Design, develop, and maintain automated test frameworks and scripts using TS/JS."
2/3/2026,Senior Software Engineer,Rootcode,Hybrid,"Bachelor's degree in Information Technology, Computer Science, or related field
3+ years of hands-on experience building enterprise-grade applications
Strong understanding of front-end and back-end architecture with experience in React/React Native/Next.js for front-end, Java Spring Boot/NestJS for back-end, and RESTful/GraphQL API development.
Strong problem-solving skills and attention to detail
Excellent communication and collaboration skills
Familiarity with cloud platforms (especially AWS) for deployment and infrastructure management
","Design, build, and maintain efficient, reusable, and reliable code across full-stack applications
Build scalable software applications and contribute to architectural design
Apply appropriate design patterns and frameworks with best practices and code coverage tools
Mentor and guide junior developers through code reviews and knowledge sharing
Adhere to Rootcode's information security policies, including data protection, access controls, and secure coding practices"
2/3/2026,Senior Data Engineer,Alp Consulting Ltd.,Hybrid,"3+ Years of hands-on expereince in AWS Data Engineering
 • Design, build, and maintain scalable pipelines using PySpark on AWS.
 • Knowledge of Databricks on AWS is a must have
 • Work with AWS services such as S3, Glue, EMR, and Redshift for data storage, transformation, and querying.
 • Hands-on experience with Redshift, including performance tuning and data modelling. Strong SQL skills with experience in querying and optimizing large datasets.
 • Manage and monitor data workflows using orchestration tools like Apache Airflow
 • Knowledge of CI/CD workflows for data engineering projects.
 • Utilize Git for version control, ensuring proper collaboration and tracking of code changes.
 • Establish and follow best practices for repository management, branching, and code reviews.
 • Good to have DBT Exposure -Contribute to DBT transformations and assist in setting up data modeling workflows.
 • Working experience on Agile and Scrum medthodlogies",
2/3/2026,Software Support Engineer,IGT1,Hybrid,"Experience working with Microsoft technologies, including ASP.NET, C#, Visual Studio, MS SQL Server, Azure
Knowledge of HTML, XML, JavaScript, and CSS
Outstanding problem solving and logical thinking skills
Understanding of object-oriented programming concepts
Understanding of client-server software architecture
Experience of working with data structures and creating software algorithms",
2/3/2026,Senior Software Engineer,Circles,Onsite,"5+ years industrial experience with a focus on front end engineering.
Degree in Computer Science, Software Engineering or equivalent. MSc in Computer Science / Software Engineering will be beneficial.
Excellent communication skills. In depth understanding in at least one modern frontend development framework with a focus on ReactJS, NextJS. Experience in Vanilla JS, CSS and JQuery.
In depth understanding in creating and maintaining highly responsive and performant user interfaces for web applications.
Work closely with product managers, UX/UI designers, and backend engineers to deliver cohesive and engaging user experiences.
Write clean, maintainable, and scalable code while following best practices and coding standards.
Hands on experience in maintaining scalable, extensible and testable code.
Deep dive, problem-solving, RCA and systematic thinking to reach to the cause of issues.
Stay up to date with modern frameworks & practices.","Functional availability of the software developed, enhancing the product based on functional requirements.
Managing web applications and frontend applications for their functional correctness, availability and security.
Own and provide detailed solutioning for given requirements/enhancements working closely with the Solution Architecture team.
Own the engineering excellence and operational readiness of the services driving engineering SLI, SLO and SLA.
Take full ownership of developed applications for the quality, security, availability, scalability etc.
Produce architectural documentations for the assigned applications.
Assist other Support Engineers on complex RCA issues. "
2/4/2026,Senior DevOps Engineer,iLabs,onsite,"Bachelor’s degree in Computer Science, Engineering, or Information Technology
5+ years of hands-on experience in DevOps, cloud infrastructure, or system engineering
Agentic AI based DevOps automation knowledge/experience is a plus. 
Strong expertise in CI/CD pipelines (Jenkins, GitLab CI/CD)
Advanced experience with Kubernetes, Docker, and container orchestration
Solid experience managing Linux and Windows servers and cloud platforms
Strong knowledge of networking, firewalls, and security best practices
Hands-on experience with Infrastructure as Code tools such as Terraform, Ansible, and Helm
Experience with monitoring and logging tools (Prometheus, Grafana, ELK stack)
Knowledge of database administration and troubleshooting (MySQL, MongoDB, etc.)","Lead and manage production and testing environment releases, ensuring stability and minimal downtime.
Design, implement, and maintain CI/CD pipelines using tools such as Jenkins and GitLab CI/CD.
Manage and optimize containerized environments using Kubernetes and Docker.
Manage Kubernetes clusters including scaling, upgrades, workload optimization, and troubleshooting.
Ensure auto-scaling capabilities are implemented and maintained across environments.
Perform root cause analysis and lead resolution of critical system, application, and infrastructure issues.
Design and maintain monitoring, alerting, and logging systems for core services (Prometheus, Grafana, ELK).
Manage cloud (AWS/GCP multi-cloud) and on-premise infrastructure, ensuring security, scalability, reliability, and cost optimization.
Implement and manage Infrastructure as Code (IaC) using Terraform, Ansible, and Helm.
Work closely with development and operations teams to support releases, deployments, and system upgrades."
2/6/2026,Senior Software Engineer?,Cambio Software,Hybrid,"Dynatrace, Chrome developer tools, Datadog, JMeter, Junit
EJB3, Spring, Hibernate
Front-end Development skills in Angular, React, JavaFX, Java Swing
Maven, npm, pnpm, GIT, Jenkins
Experience in Agile based methodologies such as Scrum/XP, Kanban
Exposure to working with remote development teams","Minimum of 4+ years of experience in design and development using Java and JEE technologies
Minimum SSE level prior experience of working on Enterprise software application development.
Bachelor's degree in software engineering or relevant degree from a recognized University
Ability to learn quickly, be adaptable and work in a dynamic environment"
2/3/2026,Associate Software Engineer,Antler IT Solutions,Hybrid,"Experience with Odoo versions 16,17, 18, or higher
Hands-on experience in Odoo Framework, Python Development and knowledge of PostgreSQL
Experience in integration with third-party applications
Odoo certification (added advantage)","End-to-end Odoo Implementation from gathering requirements and system design, development to UAT and user training.
Develop Odoo modules/components.
Managing/Supporting to document and troubleshoot issues, and providing ongoing functional support in post go-live periods"
2/3/2026,Senior Software Engineer,Moresand Technologies,Hybrid,"Bachelors or Master’ degree in computer science, information systems, or related.
4+ years of professional experience in .NET / .Net Core Framework with C#.
Knowledge and working experience with different databases, like MSSQL or PostgreSQL.
Professional skills in OOP and knowledge of design patterns (e.g. Gang-of-Four, SOLID)
Understanding fundamental design principles behind a scalable application.
Experience in analysis, design, coding, and implementation of complex, custom-built, multi-layered applications and web services.
Experience building fast-rendering reusable and extendable components using HTML, CSS and modern JavaScript frameworks/libraries such as React, Angular, Typescript, etc.
Proficiency with Git, Bitbucket, and code versioning tools.","Participate in all phases of the software development lifecycle, from design and AI-assisted prototyping to integration and deployment.
Develop high-quality applications in accordance with specifications, leveraging modern tools including AI coding agents to enhance efficiency and explore optimal solutions.
Collaborate proactively with developers across our global teams (Armenia, UK, India, Sri Lanka) on product development, including conducting knowledge-sharing sessions on effective AI tooling practices.
Support and modernize projects implemented by other teams.
Write clean, high-performance, and maintainable code. Utilize AI coding agents for tasks like code review, test generation, and debugging, while applying critical judgment to all outputs.
Work both independently and as part of a team with a proactive, problem-solving attitude."
2/3/2026,Senior Java Software Engineer,Enactor,Onsite,"A degree (BSc) in Computer Science or a related field.
? Minimum of 5 (SSE), 8 (ATL), 10 (TL) years experience in developing Java/J2EE systems
? Database development on MSSQL, Oracle or MySQL using SQL and JDBC
? Extensive knowledge of XML, XML Schema and XSLT
? Experience in HTML5, CSS, JavaScript and frameworks such as Angular or React.
? Effective use of design patterns, MVC and unit testing frameworks.
? Experience in unit and integration testing and use of mocking frameworks.
? Experience in REST & SOAP web services, Microservice Architecture, SOA and OR Mapping
? A passion for Agile methodologies and knowledge of SDLC.
? Experience in Docker, Kubernetes, Terraform, AWS/Azure is desirable.
? Android or iOS mobile app development skills are highly desirable."," Develop high quality, testable, well-documented software.
· Ensure adequate test coverage at unit and integration levels.
· Work closely with the Technical Architects and Development Managers to convert functional and technical


Specifications to production quality software.
· Participate in the configuration, testing and release processes.
· Contribute to design and specification processes. Research and learn new technologies"
2/3/2026,Lead Software Engineer ,Thomson Reuters,Hybrid,"Bachelor’s degree in computer science, Engineering, or in any related field
5+ years of hands-on software development experience with proven track record of success
Demonstrated leadership experience in delivering complex software projects
Advanced proficiency in JVM-based languages
Interest in working with Scala and a willingness to explore functional programming paradigms.
Deep understanding of design patterns and architectural principles
Hands-on experience with microservices architecture and containerization (Docker)
Expert-level knowledge of relational database management
Comprehensive understanding of enterprise architecture including scalability, integration, security, and testing strategies
Proficiency with Agile methodologies, CI/CD pipelines, and version control systems
Commitment to writing clean, maintainable, and well-documented code","Partner with stakeholders to architect scalable, robust software solutions with deep product understanding
Lead hands-on design and implementation initiatives, collaborating closely with product owners and development teams
Champion engineering excellence through comprehensive code reviews, testing strategies, and quality analysis
Enforce industry’s best practices and development standards across all projects
Guide and mentor junior developers, fostering their professional growth through knowledge sharing and hands-on coaching
Provide technical leadership that drives teams toward quality deliverables and timely project completion"
2/3/2026,Back-End API Developer,Frontline Data Solutions,Remote ,"Proven Experience in C# and .NET Core: You’re comfortable building and maintaining APIs and backend services using modern .NET technologies.
RESTful API Development: You have a solid understanding of API design principles and experience integrating and consuming APIs in real-world applications.
Database Proficiency: You can write efficient SQL queries and work with relational databases to ensure data integrity and performance.
Version Control Mastery: You’re confident with Git-based workflows and understand how to collaborate effectively through pull requests and code reviews.","Build New Features: Collaborate with Product Managers, Frontend Developers, and fellow Backend Engineers to design and implement new features that enhance functionality, performance, and user experience across our core applications.
Modernise Our Architecture: Help lead the transformation of our existing monolithic application into a modern, scalable, service-oriented architecture. You’ll have the opportunity to influence key architectural decisions and implement services that are robust, secure, and maintainable.
Embrace Quality & Scale: Contribute to a codebase that’s clean, well-documented, and covered by tests. You’ll write scalable code with a focus on performance, fault-tolerance, and long-term maintainability."
2/4/2026,Senior Software Engineer,TIQRI,Hybrid,"MSSQLC# and .Net (Added advantage)
Selenium / Playwright experience with BDD frameworks ( Must)
JMeter (Added advantage)
Experience with API End-to-End test automation (Added advantage)",
2/4/2026,Full Stack Developer,BCS Technology International Pty Ltd,Hybrid,"Minimum 4+ years of experience in Angular (v14 or higher).
Minimum 4+ years of experience in C# & .NET Framework (At least with .NET Core v3).
Strong proficiency in TypeScript, REST APIs, Unit Testing, and Git.
Excellent command of English communication, both written and spoken.","Conduct analysis and estimates for requirements and bug fixes.
Write standardized code and implement software modifications.
Engage in rigorous testing and debugging to ensure application quality and stability.
Collaborate with other team members when needed.
Produce comprehensive documentation for familiarized modules.
Demonstrate self-sufficiency in handling tasks of basic to medium complexity.
Develop services to consume API endpoints provided by backend APIs.
Create new endpoints in microservices using specified technology stacks.
Adhere to code review guidelines.
Proficiently utilize Git and Azure Repos."
2/3/2026,Senior Software Engineer,IGT1,Hybrid,"4–6 years of experience in Software Engineering with a Bachelor’s or Master’s in Computer Science, Information Systems, or related field. 
Skilled in programming languages: Golang, Python, SQL; exposure to and React is a plus. 
Experience developing RESTful APIs using Go, Python, or similar frameworks. 
Experience with CI/CD pipelines (GitHub, Jenkins) and containerization (Docker, Kubernetes/EKS). 
Knowledge of AWS services: EC2, S3, DynamoDB, Elasticsearch. or Azure Services. 
Strong understanding of Agile methodologies, APIs, and microservices. 
","Develop RESTful APIs using Go, Python, or equivalent frameworks to expose data services and integrate with downstream applications. 
Design & Develop scalable ingestion frameworks for structured, semi-structured, and unstructured data from diverse sources. 
Build & Optimize ETL pipelines ensuring data integrity, quality, and reliability across batch and real-time workflows. 
Automate Testing & Monitoring for ingestion frameworks to ensure resilience and adaptability. 
Contribute to Architecture decisions, design patterns, and scalability strategies for new and existing systems. 
Perform POCs to evaluate emerging technologies and continuously improve platform capabilities. "
2/3/2026,Quality Assurance Automation Engineer,Alp Consulting Ltd.,Hybrid,"Should have experience on any of Non-Financial domains like Consumer Products and Retail, Health and Life Science, Telecom, Media and Entertainment, Oil and Natural Gas, Power and Utilities, Manufacturing etc.
3-5 Years of experience in Quality Assurance Engineering
Should have excellent communication skills & should be able to articulate concisely & clearly.
Problem-solving skills","Responsible for contributing to the delivery of processes, solutions and/or projects, by delivering agreed activities, researching and presenting relevant information to inform recommendations.
Accountable for delivering own work and meeting required targets which impact the immediate team.
Hands on experience on test management tools like JIRA & ALM.
Working knowledge of test automation tools like Selenium, playwright etc.
Knowledge of API testing (Postman, SoapUI, ReadyAI)
Meets performance objectives and metrics set locally (client service, quality and risk management, sales and business growth, solution development and teaming etc.)"
2/4/2026,Systems Engineer,IFS,Onsite,"Experience with scripting languages (e.g., PowerShell, Python).
Familiarity with regulatory frameworks (e.g., GDPR, HIPAA, ISO 27001).
Excellent knowledge of cyber security principles and data privacy laws 
Familiarity with cloud platforms and directory services 
Strong analytical and problem-solving skills 
BSc degree in Computer Science, Information Security, or a related field ","Design, deploy, and maintain IAM systems including authentication, authorization, and user provisioning.
Integrate IAM solutions with enterprise applications and cloud platforms (e.g., Azure AD, AWS IAM).
Implement role-based access control (RBAC), single sign-on (SSO), and multi-factor authentication (MFA).
Monitor and troubleshoot IAM-related issues and ensure high availability and performance.
Collaborate with security, infrastructure, and application teams to enforce access policies.
Conduct audits and generate reports to ensure compliance with internal and external regulations.
Automate IAM processes using scripting and orchestration tools."
2/4/2026,Associate Software Engineer,iLabs,Onsite,"Minimum 0.6 - 1 years experience in the similar capacity with BS/MS degree in Computer Science, Engineering or a related subject.
Strong knowledge of python programming languages is required.
Experience with FastAPI, Django, Django REST Framework, and Celery for background task processing.
Strong understanding of SOLID principles and ability to write clean, reusable, and maintainable code.
Knowledge of MongoDB or AWS DocumentDB, along with caching technologies such as Redis.
Experience with data engineering tools and platforms, including Delta Lake and Data Lakehouse architectures
Proficiency in ELT/ETL data pipeline orchestration tools, such as Apache Airflow.
Understanding about data warehousing solutions, relational database theories and no-sql databases.
Good knowledge of new and emerging tools for extracting, ingesting and processing of large datasets (Kafka, Spark, Hadoop, DataBricks or equivalent).","Design and implement scalable, reliable distributed data processing frameworks and analytical infrastructure.
Be part of a team to define, design, and implement data integration, management, storage, consumption, backup, and recovery solutions that ensure the high performance of the organization's enterprise data. 
Develop Structured Query Language (SQL), Data Definition Language (DDL), and Python or equivalent programming scripts to support data pipeline development, problem-solving, data validation, and performance tuning. 
Work with software engineers, devops, ML engineers, and data scientists to achieve the organization’s goals. "
2/4/2026,Senior Software Engineer,Crossover,Remote,"At least 1 year of full-stack development experience, working on front and backend features.
At least 2 years as the primary technical contributor for a SaaS product, driving strategic technical decisions.
At least 4 years of experience working on actual SaaS products, not outsourcing or internal IT projects.
Experience in using generative AI in your day-to-day development work.
","Feature Development: Building and designing new capabilities with an emphasis on scalability, maintainability, and sustained product value.
Requirement Engineering: Partnering with the product team to clarify requirements and guiding technical conversations to ensure features align with product objectives.
Operations and Maintenance: Overseeing product stability, optimizing performance, and proactively detecting and addressing issues.
Technical Design: Making high-stakes technical choices that directly influence user experience and product scalability."
2/4/2026,Software Engineer,ArkTalents,Onsite,"Minimum 3 years of hands-on experience in Java backend development
Solid understanding of relational databases and SQL
Familiarity with Redis or other caching technologies is preferred
Comfortable working in Linux command-line environments
Experience with AWS or GCP is a plus (not mandatory)
Proficiency in Mandarin Chinese is required, with good working English communication skills",
2/5/2026,Senior Software Engineer,Rootcode,Hybrid,"bachelor's degree in Information Technology, Computer Science, or a related field
3+ years of hands-on experience building applications with Python and the Django framework
Strong experience with PostgreSQL database design, optimization, and management
Proven ability to work independently and drive projects with minimal supervision
Strong understanding of backend architecture and RESTful API development
Experience with version control systems (Git) and CI/CD pipelines
JavaScript/front-end experience is an advantage
Strong problem-solving skills and attention to detail","Design, build, and maintain efficient, reusable, and reliable Python/Django code
Build scalable backend applications and APIs, and get involved in architectural design
Design and optimize PostgreSQL database schemas and queries for performance
Identify and apply the right design patterns and frameworks
Use the best practices and code coverage tools to ensure code quality
Take full ownership of features and projects, independently managing technical decisions, implementation, and deployment"
2/4/2026,Senior Software Engineer ,Circles,Onsite,"Around 5+ years of experience in software development of which 2 years are relevant Engineering Leadership experience
Strong design and architectural experience in building various highly-scalable and highly-available products
Strong understanding of the SDLC Activities which include Analysis, Design,
Development, Testing, Deployment and Post-Production Support etc.
Proficiency in at least one server side framework for languages such as Spring boot-java, Node.js, Golang
Experience working on NoSQL & SQL Databases such as MySQL, PostgreSQL,MongoDB, Redis etc
Preferred experience in Elasticsearch and Kibana (ELK Stack)
Preferred experience with messaging systems like RabbitMQ
Deep Dive, problem-solving, RCA and systematic thinking to reach the cause of issues
Able to work independently and multi-task effectively
Program at a system level and able to manage service stability","
Working closely with the Engineers to develop the best technical design, strategy and drive execution to build capabilities into the platform
Service ownership for the assigned services.
Owning the delivery of various timelines, ensuring that key milestones are met and deliveries are of the highest quality.
Establishing various best practices for software development and encouraging their adoption with the team and organization
Collaborate with other non-technical stakeholders of the business which includes
Product Managers, Designers, Marketing etc.
Encouraging and mentoring an excellent team of talented engineers by mentoring them and working with them to remove any roadblocks
Functional availability of the software developed, enhancing the product based on functional requirements
Managing cloud-based services, web applications for their functional correctness, availability, security"
2/4/2026,Senior Full Stack Engineer,Bridge Business Support Solutions,Hybrid,"5+ years of experience in full stack development
Strong experience with Java, Spring Boot, Hibernate/JPA
Frontend experience with React, Angular, or Vue.js
Experience with REST APIs and microservices architecture
Knowledge of SQL/NoSQL databases (MySQL, PostgreSQL, MongoDB, etc.)
Familiarity with cloud platforms (AWS, Azure, or GCP)
Experience with CI/CD pipelines and version control (Git)","Design, develop, and maintain full stack applications using Java and modern frameworks
Build scalable backend services and RESTful APIs
Develop responsive and user-friendly frontend interfaces
Collaborate with product owners, designers, and other engineers
Participate in code reviews and ensure best practices are followed
Troubleshoot, debug, and optimize application performance
Mentor junior developers and contribute to technical decision-making"
2/4/2026,Senior Software Engineer,Firstsource,Remote,"Proven experience with LLMs and prompt engineering, including hands?on work with jailbreaks, prompt injection, and other adversarial prompting techniques.
Strong understanding of LLM application architectures (system prompts, tools/agents, retrieval, guardrails, logging, and evaluation loops). 
Ability to think like an attacker: creative, systematic, and persistent in finding edge cases and unintended behaviors.
Experience designing experiments, running structured tests, and analyzing large sets of model outputs using scripting languages (e.g., Python) and basic data analysis tools.","Design and execute adversarial prompt campaigns (jailbreaks, prompt injection, data exfiltration, model misalignment, policy evasion) to deliberately cause LLM failures in realistic scenarios.
Systematically “fail the model” by discovering new failure modes, reproducing them reliably, and documenting minimal prompts or chains of prompts that trigger them.
Build and maintain structured test suites of adversarial prompts that can be run in CI/CD pipelines to prevent regressions and track model robustness over time. 
Collaborate with safety, security, and product teams to prioritize risks, define expected behaviors, and translate findings into concrete mitigations (guardrails, filters, policy changes, data or fine?tuning needs).
Perform red?team style exercises that emulate real attackers or misuse scenarios, including indirect prompt injection via tools, documents, and web content."
2/5/2026,Database Engineer ,Cambio Software,Hybrid,"3+ years of working with SQL and SQL Server or database management systems.
Strong understanding of database design principles, including normalization and indexing.
Knowledge of database best practices.
Can communicate fluently in English","As a Database Engineer, you enjoy database management, and we believe that you have good technical skills and have a keen interest in database development. You are a curious and analytical person who likes to dig into complex databases and thinks it is fun to find solutions to complex problems"
2/9/2026,Cloud Engineer,IGT1,Hybrid,"3-5 years in Cloud Engineering, SRE, or Windows Systems Engineering supporting production environments. 
Strong AWS experience across EC2, VPC, IAM, Route 53, S3, CloudWatch, ALB/NLB, security groups, and hybrid networking. 
Advanced Windows Server expertise: AD/AD DS, Group Policy, DNS, IIS, certificates/PKI, Windows Firewall, WinRM/PowerShell Remoting. 
PowerShell fluency (scripting and modules); Terraform and AWS CLI proficiency; Git workflows. 
Strong troubleshooting capabilities across OS, identity, network, and application layers. 
Experience in 24×7 operations or follow?the?sun models, including on?call rotations. ","Deploy, operate, and harden Windows Server workloads on AWS (EC2, ASG, Launch Templates, EBS, AMIs). 
Manage Windows services: Active Directory/AD DS, AWS Directory Service/Managed AD, Group Policy, DNS, IIS, SMB file services (FSx for Windows), certificates/PKI, and RDP access. 
Implement infrastructure-as-code using Terraform, Windows scripting, and AWS CLI; maintain consistent golden images and configuration baselines. 
Use AWS Systems Manager (Run Command, Patch Manager, Inventory) to manage and standardize Windows fleets. 
Build and maintain PowerShell scripts/modules for provisioning, configuration, maintenance, and diagnostics. 
Contribute to shared Terraform modules and CI/CD deployments to reduce manual operations. "
